Ticker,Description,Total Shares Outstanding,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Total Revenue (FY),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),EBITDA (TTM),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Income (FY),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Total Debt (MRQ),Market Capitalization,Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Sector
EMXF,iShares ESG Advanced MSCI EM ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51980951,0.79156113,1.01354977,,,,,,Miscellaneous
CFSB,"CFSB Bancorp, Inc.",6392332,0.91581543,14.34620425,11342000,,,,,,,,15.40292717,-70.3374778,206.79094541,0.2304,-70.42253521,227.14932127,1446000,12.74907424,-4.6905509,-0.7589372,371.71922686,,4637000,43443807.60935143,,-0.85518814,15.33239288,5.53846154,2.82381244,4.00627586,,0.40436807,1.92621504,1.91543475,,Finance
ASH,Ashland Inc.,51241000,-9.45273632,13.26385599,2391000000,-22.22222222,15.34482759,669000000,27.97992472,-4.08163265,33.33333333,557000000,13.8854036,-41.84092832,-167.63957655,-2.4727,-43.95604396,-160.98654709,-136000000,7.57005437,-6.03448276,-2.49070031,0.13736264,-34.23680456,1458000000,3920706214.5635247,342.85714286,-77.83933518,3.34588038,1.8275046,2.22998562,2.11239026,0.924777,3.79390724,7.35775526,5.10049708,1.88425926,Consumer Non-Durables
ULH,"Universal Logistics Holdings, Inc.",26288000,-5.67540627,15.10445579,2015456000,0.73000081,101.22503646,286963000,14.23811783,-1.62820353,76.28551805,293939000,11.92955837,-5.24645653,132.50913075,6.3661,-5.26611995,128.70627806,168632000,8.36694029,5.64846298,0.00534283,-0.967299,-9.95932314,484670000,644318214.1499397,-124.21179665,116.71504759,4.77837274,3.09278351,3.00167559,2.81237063,1,10.74388338,30.44711493,15.44802874,1.5645616,Transportation
BCX,BlackRock Resources,88316000,,120.45672954,201347721,,132.23303457,191481555,95.09993659,,-30.36632062,108351410,68.41399263,,-29.76307555,1.5712,,-30.39481383,137510755,68.29516337,7.57233169,,,-36.76191398,7295540,802792000,,-51.40581321,-4.18020127,1.5625,1.48977309,1.46742889,,11.88280842,12.10634556,12.10634556,,Miscellaneous
GHSI,"Guardion Health Sciences, Inc.",1273300,-12.42657397,52.76637268,11049772,-6.468948,47.79087066,4461598,40.37728561,30.93433478,36.56885347,-4866110,-66.25530373,-319.94769377,72.90515896,-14.1515,-319.92699183,39.696009,-14922228,-135.04557379,-7.56408645,-6.55155845,,-85.37344398,0,8314623.31467474,78.27376838,30.47510918,-67.44374454,1.22511485,4.16396782,3.01789492,-0.81,-51.91136382,-63.54027068,-63.54027068,5.46851281,Health Technology
HPCO,"Hempacco Co., Inc.",28343728,-40.00353473,234.15566597,3967340,-82.26394552,-28.93403732,239046,6.02534696,31.89436587,-234.78761214,-8303690,-135.16761861,39.12568306,-163.02816901,-0.2988,33.3611346,-277.27535451,-7003834,-176.53727687,25.25130694,-8.97081346,7.24237048,-70.7861606,701793,9943021.45874401,-22.29677506,-451.88797909,-112.80530532,15.61290323,10.62413016,11.87530476,,-104.31155421,-147.92451487,-140.96187156,1.80240871,Consumer Non-Durables
ONTX,"Onconova Therapeutics, Inc.",20977600,1.78571429,0,226000,0,0,212000,93.80530973,24.91033583,-18.99648101,-22108000,-8684.51327434,26.46098004,5.54051239,-0.907,26.40692641,-17.32970364,-18964000,-8391.15044248,-29.03132773,-13.10002567,,,0,13345964.5310559,1.16662998,16.3852825,-7209.73451327,7.37179487,9.73006611,18.80439859,-0.29,-53.07478801,-72.6464745,-72.6464745,3.51373183,Health Technology
TOI,"The Oncology Institute, Inc.",72955100,5.29189416,24.37402403,252483000,7.46687451,27.12826939,47682000,18.88523188,7.51279427,-57.12773714,-60858000,-28.20665154,44.10794603,-27.6969697,-0.2107,43.57801911,,132000,0.05228075,31.76678807,-1.99204715,5.72732065,59162.29508197,116336000,118916788.30303028,44.49713724,-89.39116728,-26.64931896,5.73248408,10.51522556,9.50991366,-0.13,-22.74058313,-45.73057665,-28.60508191,2.74288187,Health Services
SPBC,Simplify U.S. Equity PLUS GBTC ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22740788,0.66756199,0.64746881,,,,,,Miscellaneous
ETD,Ethan Allen Interiors Inc.,25393600,0.56838919,-3.22587746,791382000,3.25953315,-0.89835755,479867000,60.63658259,7.11072232,-0.31268532,147928000,16.7193593,13.30585137,2.11777498,4.1324,13.63839685,2.44674671,105807000,13.36990227,3.55023997,0.55711208,-1.89572749,12.55362132,130928000,744793923.4742336,-25.99237497,56.46004616,10.96550086,2.06043956,2.3259407,2.23954451,0.722407,14.44121123,24.09147781,19.72232138,1.28915921,Consumer Durables
VSH,"Vishay Intertechnology, Inc.",126947000,2.41824198,7.92825276,3497401000,-7.62074248,20.15627361,1057522999.9999998,30.23739628,-11.32417558,23.83265678,903067000,17.78883805,-14.51857468,45.48828125,2.9796,-14.97839526,43.91046078,428810000,12.26081882,9.09886017,3.07170067,10.43744392,9.61997772,772934000,3282827782.983264,-57.8232664,-33.40649766,4.54566119,1.70212766,2.06488023,1.91134317,0.565,10.82866924,20.73435961,15.68743551,2.28807027,Electronic Technology
IDCC,"InterDigital, Inc.",26407100,-49.80012156,7.61267392,457794000,-58.4958979,-19.4237948,201173000,43.94400101,-69.00213997,31.73575203,233616000,33.59502309,-78.01931019,73.70711581,3.0734,-79.30533256,69.44208337,93693000,20.46619222,16.70288351,0.66460478,0.26829453,41.80917211,609545000,2081407248.5953124,-61.15756512,121.20799806,61.79264036,1.6433121,1.80904225,2.03752857,0.658,10.75722524,28.52025061,15.38193204,2.66995816,Technology Services
PZC,PIMCO California Municipal Income Fund III,22452100,,-95.16351006,738000,,-113.13010082,-1641000,-222.35772358,,-580.19301986,8192000,-5798.10298103,,-653.40016256,-2.0426,,-623.04384183,-43784000,-5932.79132791,-22.96844039,,,-49.58029448,36666000,147735000,,,1536.58536585,1.85758514,1.65440689,1.61494064,,2.13971914,2.49438174,2.15098909,,Miscellaneous
REVB,"Revelation Biosciences, Inc.",6297300,,,0,0.01596679,42.15655091,-40008,,-19.40889569,8.89472625,-5945620,,-112.68774502,52.72902672,-20.0904,-123.51232588,9.65465702,-10829549,,169.48304094,-11.48092273,,-100,0,4093246.58054711,-26.44002159,-0.2747956,,5.67692308,7.99889304,9.51058086,-0.335,23.10431366,48.74118687,48.74118687,3.45179697,Health Technology
ACEL,"Accel Entertainment, Inc.",85615800,-0.19133175,31.9977896,969797000,-0.65457595,29.95788638,252117000,25.99688388,4.56678657,24.27182805,161422000,10.15212462,9.10815939,143.56821589,0.8123,8.72358963,134.8046516,74102000,7.64098054,36.95083082,-0.80820105,-3.60797163,59.38846913,524256000,869428493.452821,-65.58528023,-25.16234167,6.25079269,1.38067061,2.31481854,2.76412767,0.174564,6.5498999,30.34280782,8.21330252,2.94978006,Consumer Services
QYLD,Global X NASDAQ 100 Covered Call ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45991834,1.18201245,1.1694436,,,,,,Miscellaneous
JOAN,"JOANN, Inc.",41905800,-5.0826187,-8.30162144,2216900000,-6.8211631,-15.13663147,961162512,43.35615102,-81.87919463,-59.23992114,150800000,-5.0673232,-33.94803018,-452.56080114,-4.9288,-35.2398524,-453.79188713,-200600000,-9.04867157,-5.34549201,3.78363486,4.04500262,10.2211561,1988300000,30633118.06756757,-9.24369748,-116.89879294,-0.82096621,5.5408971,12.20697362,11.73051275,-0.214,-9.85474581,,-13.56156122,0.14503817,Retail Trade
PRTH,"Priority Technology Holdings, Inc.",76571400,-1.47977603,28.88710645,663641000,15.22760533,48.17645242,91130000,13.73182187,6.35316369,39.0389836,140283000,8.64322729,-4.70198675,-45.57922381,-0.4989,-20.9486166,67.5814234,-2150000,-0.32397034,1.4201866,5.96790423,-0.39216079,-1.14179501,596132000,248091344.89024395,-36.56047015,,6.57780336,2.16049383,5.40824787,4.41680408,-0.145,-0.22269968,-2.52543462,-0.44523671,1.00422367,Technology Services
TBLD,Thornburg Income Builder Opportunities Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24629499,1.61926586,2.13632061,,,,,,Miscellaneous
ALTR,Altair Engineering Inc.,54072800,-14.98066661,7.5241601,572221000,-18.1264693,9.51267067,421822000,73.71662347,-131.17667105,-52.94534055,10035000,-2.95200631,-1041.80327869,-373.57019064,-0.5465,-1037.31495661,-393.84807824,-43429000,-7.58955019,3.56433346,2.41687137,-0.76359454,48.19783121,337375000,5161415784.950093,-55.50354955,-44.35600848,5.22909855,1.40312155,2.551425,2.41133934,0.038778,-3.81006704,-7.70918213,-5.20279945,1.82328785,Technology Services
THC,Tenet Healthcare Corporation,101535000,1.21489743,-1.59609956,19174000000,1.57342657,0.66401062,2274000000,11.85981016,0.25673941,-0.45558087,3088000000,11.56774799,-12.97998517,-55.82414711,3.7189,-13.98601399,-55.03282276,411000000,2.1383123,-1.5337757,0.33250822,-0.23204933,-2.61761374,15048000000,5665661035.634625,117.75700935,-64.72527473,1.67414207,3.3208867,4.41174102,5.44167606,1.190516,1.85577746,41.06995885,3.09131458,1.34657996,Health Services
CRI,"Carter's, Inc.",37258300,-13.74964074,-7.85061553,3212733000,-5.67782671,-11.42507192,1472358000,45.82883171,-23.7277538,-23.97823312,346579000,11.27859053,-33.29840738,-18.76617553,6.3403,-33.81987578,-26.60956098,246324000,7.66711706,-23.47187796,0.2252853,-6.87481523,-24.64452073,1055262000,2554057098.1491356,444.64575256,-79.20551435,1.49396168,1.81158358,2.62069255,3.1204655,1.547187,8.29774361,25.28180465,11.4296803,0.7029424,Retail Trade
IFV,First Trust Dorsey Wright International Focus 5 ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67339873,1.45744851,1.57119343,,,,,,Miscellaneous
VNDA,Vanda Pharmaceuticals Inc.,57508700,-26.30804186,-5.32227689,254382000,-26.44694394,-5.377626,228584000,89.85855917,-184.70456245,-79.8649069,12287000,2.4879905,-53.35689046,-81.09546703,0.1101,-53.2595326,-81.07203185,6275000,2.46676259,6.81299175,-0.4421813,-3.9597503,-9.9061944,10308000,255050908.68040085,-141.80839002,-50.82623857,12.30629526,3.6199095,4.58761616,4.37291161,-0.04,2.38298539,2.84287141,2.79691275,6.09201689,Health Technology
PCVX,"Vaxcyte, Inc.",93846900,,,0,-2.51921435,-410.88888889,-9196000,,-23.08787219,-96.39246098,-271097000,,0.64157399,-78.72263152,-3.4447,-13.0280176,-123.31304895,-223485000,,210.226092,49.06508174,-8.30268315,6.89983912,15208000,4309450897.490213,-14.02113856,-54.30785806,,2.80849182,4.69430963,5.28677125,-0.837662,-27.66012793,-29.42069343,-29.03702339,21.76027966,Health Technology
BWXT,"BWX Technologies, Inc.",91466300,7.74478253,5.1529664,2233204000,2.69800969,0.35701185,552648000,24.74686594,0.07415767,1.1551587,385471000,13.82905458,-4.08715252,-19.73672013,2.5974,-4.08400445,-22.1269751,238191000,10.66588632,4.69976573,0.79686404,-2.270102,8.87115254,1336773000,7073084416.638651,,-38.12254915,2.07737403,1.77254496,1.87531683,1.8113856,0.63225,8.23551251,29.01228698,10.53661777,2.3243081,Electronic Technology
VMO,Invesco Municipal Opportunity Trust,67440700,,-93.94910466,3312896,,-108.54930017,-3954797,-119.37582707,,-2623.93709884,-98307350,-2967.41418988,,-6173.58490566,-1.6625,,-6181.26237062,-112118963,-3384.31882558,-16.53513586,,,-17.20187674,474667122,549642000,,-18.86884769,1181.74159406,2.25846926,1.25028685,1.39327132,,-8.43150683,-14.20667804,-8.53801396,,Miscellaneous
AFL,AFLAC Incorporated,594063000,7.75,-11.77960735,19502000000,,,,,,,,24.7666906,40.05684755,3.08558911,6.5882,37.54208754,-2.86705202,4201000000,21.54138037,-17.72924225,-3.16585242,-4.40800968,-6.23823271,7113000000,47762625894.86978,-46.46892655,-23.20332607,19.89026766,1.67908124,1.5884481,1.59310492,1.488611,3.48098992,19.66001794,15.00081473,,Finance
XPER,Xperi Inc.,43214000,0.02601723,3.24307324,502260000,-3.88258639,27.31861849,296604000,59.05387648,-19.1166728,-26.84702207,-62617000,-25.03743081,-18.44570524,-331.26271207,-18.0229,-19.984375,-331.31498332,-757484000,-150.81511568,-40.02573426,-2.34047476,-0.32289779,72.35260895,103413000,382746120.03575426,91.96618687,-31.86174488,-8.49201609,2.72727273,4.00838173,4.13602555,-0.09525,,,,2.20098887,Technology Services
SNPS,"Synopsys, Inc.",152084000,6.30105684,20.72744078,5070567000,7.14584728,16.37509851,3845401000,75.83769231,9.68679787,44.48217106,1498365000,23.52969599,23.03549155,30.68646796,6.2919,23.2098494,29.97666056,984594000,19.41782842,7.60748652,1.35331046,-0.10725819,-1.55916535,689184000,73912732998.83347,-21.47886034,14.54422107,31.60023327,1.88032069,2.50760658,2.14335933,3.037987,10.74336389,17.88870495,16.17645161,1.09360465,Technology Services
STRA,"Strategic Education, Inc.",24457400,12.10961552,-5.85020933,1065480000,22.58428537,-3.83976437,453809000,42.59197732,103.35886554,-35.92740221,120806000,6.94447573,,-14.83995271,1.9448,,-15.27946702,46670000,4.38018546,-6.25067219,-1.09226842,-1.86969457,-21.77513757,251664000,2003798250.8144665,-114.93771318,-36.77666407,7.77884146,1.77261614,2.27950878,2.22556393,0.81,1.66382994,2.25341921,1.94493545,1.44953674,Consumer Services
CBNK,"Capital Bancorp, Inc.",13941000,4.70247967,3.85566333,180201000,,,,,,,,30.09639236,-23.69154083,2.52192596,2.9107,-24.82794042,4.56751213,41804000,23.19853941,3.32579186,-0.77584771,-20.39078885,229.21479312,38339000,279796822.1397638,-13.16611361,0.32577249,22.90053884,2.51004016,2.49462664,3.10380804,0.592,1.69479537,16.70103046,14.31440112,,Finance
BAC,Bank of America Corporation,7946370000,1.12712617,20.65955181,115546000000,,,,,,,,27.84085992,2.40072818,-10.78870715,3.1852,5.31857451,-13.91581712,27528000000,23.82427778,-4.0734083,0.9570959,2.5240492,0.36504772,631258000000,216777036664.99927,,246.74377672,71.60784449,3.05034914,2.38975158,3.02996269,0.684074,0.97985189,10.96071062,5.47189561,,Finance
BLFY,Blue Foundry Bancorp,25367600,4.29177884,11.22942554,65077000,,,,,,,,4.31027859,-58.19327731,,0.0912,-50.95119934,,2396000,3.68179234,6.81303394,-0.9776517,-5.0342106,59.20375502,427630000,203448420.65024632,25.42096687,90.07448933,-3.97221753,1.3732834,2.35458889,2.04354336,-0.115,-0.06087183,-0.31611642,-0.17203694,,Finance
HCC,"Warrior Met Coal, Inc.",52018100,-25.50924709,64.15329829,1738738000,-53.08612786,164.72265306,885807000,50.94539833,-50.19127288,115.90716566,698277000,48.13928263,-55.06940684,322.81018787,12.4006,-54.96250213,325.0356241,641298000,36.88295764,30.90294273,4.32782315,-0.40446912,-14.33744533,324295000,2544725985.3494854,-120.70319229,108.51249875,33.60063448,2.25641026,3.80612241,3.58193684,1.600762,22.32329769,31.3260072,25.59023865,8.68382815,Energy Minerals
GNK,Genco Shipping & Trading Limited,42528700,-4.06288735,-1.86336312,536934000,64.47703589,-13.25970025,196256000,36.55123348,46.14255663,-9.88336646,157974000,30.91907013,338.62520458,-13.53659678,3.6951,338.95216401,-12.87368068,158576000,29.53361121,-2.42194111,-0.74368389,-5.45307802,-30.51930651,153461000,613688932.5995893,6.42675082,23.85736325,24.82111395,2.45441795,2.22596626,2.0569748,-0.138078,7.21082938,8.79297159,7.46727641,3.00164249,Transportation
JPM,JP Morgan Chase & Co.,2906090000,0.65741179,24.81836837,157542000000,,,,,,,,29.90123269,-8.88430622,-21.34749557,12.0848,-9.128198,-22.06930961,37487000000,23.79492453,-2.0788729,0.7779507,0.30495516,-0.83078499,701909000000,423445671728.5175,,101.82571775,63.3627858,1.48586366,1.74368097,1.98044136,3.619304,1.32837744,16.83479548,7.83448539,,Finance
RCS,"PIMCO Strategic Income Fund, Inc.",44780100,,134.18168964,26500000,,179.06027749,23935000,90.32075472,,-521.429107,,-212.09811321,,-204.09795515,-1.2625,,-205.22601493,-56660000,-213.81132075,-33.25706513,,,-26.23616236,,217631000,,-40.04952058,-535.73962264,4.25319149,2.60480902,3.81056051,,,,,,Miscellaneous
PMM,Putnam Managed Municipal Income Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53411306,2.00993928,1.58337425,,,,,,Miscellaneous
VPV,Invesco Pennsylvania Value Municipal Income Trust,23829500,,-36.49014687,11242250,,-41.72108803,8525657,75.83586026,,-837.16371157,-34075540,-303.10245725,,-1557.36086176,-1.6235,,-1557.15610996,-38686941,-344.12098112,-11.86971358,,,-5.52145324,175930109,212083000,,-13.42638716,133.56774667,1.71428571,1.09087207,1.08462253,,-8.05218057,-12.94537638,-8.06114874,,Miscellaneous
AIN,Albany International Corporation,31200000,1.86810655,11.36918342,1034887000,3.40925109,3.16714613,384082000,37.11342398,9.74813996,-1.46486457,247113000,17.44866831,-0.97515672,-16.58263919,3.0444,-0.80702146,-19.17317983,95762000,9.25337742,5.53903953,0.67167603,-0.81466395,30.00299329,487000000,2810584303.92305,,-80.54293669,3.07917676,2.52870828,2.18425904,2.29783607,0.920885,4.96264837,9.53458363,6.10229878,4.15448748,Process Industries
FTHI,First Trust BuyWrite Income ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5188633,1.12124318,1.08995162,,,,,,Miscellaneous
SNAP,Snap Inc.,1368640000,7.99720415,11.77540315,4601847000,3.41619115,15.04803799,2608567000,56.68521791,-10.48557162,-104.67930859,-1332752000,-30.32056476,-13.28200192,-183.99361022,-0.8889,-14.79703293,-192.98869773,-1429653000,-31.06693899,6.54474487,-2.81637951,-0.0665778,58.69588353,4160778000.000001,15530269645.544893,-214.89001856,-75.19876236,1.20186525,2.62881178,3.76683387,4.56585576,-0.242132,-16.45430939,-45.52052299,-19.05997362,5.16127099,Technology Services
FLC,Flaherty & Crumrine Total Return Fund Inc,10408600,,6.16198548,21419170,,7.81695969,19166553,89.48317325,,-284.86695657,-14349700,-159.31805481,,-310.08654133,-3.52,,-310.87106155,-36738551,-171.52182367,-14.38327327,,,0,118500000,134479000,,-2.76514033,70.55670224,1.96850394,1.39984933,1.32390108,,-6.50199882,-10.77045539,-6.51709165,,Miscellaneous
AFB,AllianceBernstein National Municipal Income Fund Inc,28744900,,-16.7400559,21527289,,-38.75738193,13429612,62.38413021,,-420.92025868,,-453.05720567,,-452.99625468,-3.393,,-452.99240811,-97530934,-453.05720567,-14.99801493,,,-7.02159585,,266753000,,18.01767522,111.5167358,1.31004367,1.30183674,1.40265414,,,,,,Miscellaneous
BIPC,Brookfield Infrastructure Corporation,131791000,9.67022717,11.2203563,1811271622.449762,12.60156149,16.58059101,1290747115.8920908,71.26193001,11.73019502,10.41329678,1575229876.408,67.60339343,7.83778116,,9.32497062,7.77536962,,1050652786.2990698,58.00636267,1.00312224,4.65204121,1.59832516,24.95658672,5074154563.4,3990620879.1051626,,-15.50801374,19.51219497,2.61044177,3.45553126,4.23275376,,2.11949241,,10.12421661,0.33657588,Utilities
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,16791800,,-405.18872332,-6041812,,-898.58036778,-8593533,,,-417.19086606,-1167170,,,-520.41744715,-3.1422,,-520.39589665,-52763477,,-23.10118762,,,-7.41256567,110657028,121908000,,-100.91747828,,1.53846154,1.915589,1.34997336,,-2.00894572,-3.51961003,-2.70993993,,Miscellaneous
GMDA,Gamida Cell Ltd.,131126000,,,0,-1.88679245,-2.08816705,-440000.0000006,,4.00534045,14.04607084,-75576000,,-12.70596851,17.94668778,-1.2436,-51.1259542,11.60224071,-79375000.000108,,-16.1392873,7.01594186,-5.17219761,30.41433034,90754000,114826693.33201762,8.89591973,22.101859,,7.16702925,9.69606894,10.228296,-0.1675,-84.5548658,,-127.06594253,2.72326165,Health Technology
ZYME,Zymeworks Inc.,67826700,-80.31929844,1446.03448276,412482000.000662,-92.39549544,,400478000.000643,97.0898124,-99.41272822,,198586000,33.80802071,-105.5645597,,1.9021,-110.04393709,,124341000.0002,30.14458813,66.71078195,0.21822976,-0.32533996,-13.06135064,27267000,490303042.9241379,90.9676466,,32.81670473,3.38983051,4.2032058,5.03006962,-0.469016,38.32662906,55.44687806,51.39664187,4.49336155,Health Technology
FDBC,"Fidelity D & D Bancorp, Inc.",5687160,3.1608767,13.76323847,95494000,,,,,,,,37.34580183,-23.99741268,18.0877918,5.2862,-23.83522727,25.04581806,30021000,31.43757723,-1.53754015,-0.07322901,-12.25213591,43.85867297,93770000,257344075.7202095,53.68232484,9.90929082,33.49739251,1.67992927,2.83833813,2.81217964,,1.12174775,16.00467736,14.50412167,,Finance
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26009693,1.54924632,1.37113957,,,,,,Miscellaneous
SVC,Service Properties Trust - Shares of Beneficial Interest,165465000,17.37382021,24.5677931,1863011000,332.73010038,,199051000,10.68437062,7.93695246,52.08143137,667939000,8.96087033,-143.45616264,75.71691899,-0.8036,-143.46050096,75.69220148,-132381000,-7.10575515,-18.19148582,2.23845608,0.09050324,-20.25127572,5715461000,1262495147,1941.28343975,387.07228143,13.05021817,3.24763194,3.16058924,3.48011281,-0.03,-0.11559826,-0.66359022,-0.14239184,,Finance
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,35384200,,137.84570314,57927321,,169.82785082,53193862.51000001,91.82862524,,-170.5224811,,-90.81544256,,-162.44343891,-1.38,,-172.20058319,-52783680.34999999,-91.12052731,-27.47315579,,,-49.41447372,,255474000,,228.64368898,48.22940111,1.42158791,1.73257039,2.13757632,,,,,,Miscellaneous
LPX,Louisiana-Pacific Corporation,72106500,4.62328767,-1.55810983,3854000000,17.82178218,-23.63728986,1499000000,38.8946549,30.15873016,-26.46584185,437000000,32.04462896,-195.23483031,-15.32702299,11.8974,-195.23809524,-32.60711692,928000000,23.04099637,7.11030082,1.90349712,7.32984293,-0.50377834,410000000,3969102761.5774126,72.10300429,-40.6504065,18.94135963,2.74300442,3.04688062,4.24240803,1.451337,4.94947412,8.26730968,6.48123143,0.98876404,Non-Energy Minerals
HEI,Heico Corporation,54712700,5.09725358,18.36540204,2208322000,5.07622457,17.89777722,938820000,42.51282195,-4.65878985,19.81827445,691839000,22.09591717,-2.99314346,15.44770709,2.5477,-2.94615677,15.59890868,351675000,15.92498739,21.31192854,11.97287832,61.03872183,22.32343907,1215261000,19818996723.321445,100.47394076,7.24375235,19.73779186,1.52536685,1.7938334,1.91764155,0.722657,8.60056102,14.80943438,11.67201375,2.50488574,Electronic Technology
FPI,Farmland Partners Inc.,48837000,-8.58585859,18.30534027,61210000,-22.98064516,13.72893856,40094000,65.50236889,-25.13949631,30.65215612,32395000.00000001,40.80052279,644.65408805,,0.1649,362.89156627,16.21459313,11611000,18.96912269,3.44388221,-2.51522205,6.77996422,-14.51420527,471551000,508881403,-153.87536448,148.97919502,20.91978435,1.3618677,2.21467853,1.93740883,0.073333,1.50764152,3.14682104,1.71828528,,Finance
NPWR,NET Power Inc.,69074100,,,0,,,0,,-2586.67310881,-748.6250771,-51857660,,-3423.97769517,,0.0943,-5405.84349648,,4065122,,0.999435,610.84773418,,,724000,2932172610.6301713,-6053.25603963,35.62715351,,2.47198202,5.16148811,5.51253795,-0.055185,-10.37492203,-37.93638402,-37.90827153,121.31108639,Producer Manufacturing
AXON,"Axon Enterprise, Inc.",74760000,9.20059584,37.82269936,1189935000,13.72793995,37.19774199,728638000,61.23342872,99.74890653,,144524000,7.83681462,-73.17512275,,2.0286,-72.48499081,,147139000,12.36529726,68.93005017,2.30904846,-0.0371952,2535.79080025,709505000,16429255897.536444,,140.66990135,15.08981583,1.62142467,2.50908347,2.0975233,0.756667,3.94715803,7.49360752,5.87369637,2.97947345,Electronic Technology
CDW,CDW Corporation,134048000,10.24867238,14.06237993,23748700000,8.45419497,31.33249264,4686600000,19.73413282,11.93377788,24.64699874,1963800000,7.50988475,15.13216779,15.6147407,8.135,14.12429379,12.73518106,1114500000,4.69288845,-0.51441732,1.70581371,0.83400012,-11.6168397,6553000000,27652733638.816128,-43.48216961,76.46801052,5.08701529,1.4102284,1.88522271,1.91035342,2.598666,8.09114456,79.26013091,14.11091544,1.14025574,Technology Services
MTX,Minerals Technologies Inc.,32543800,0.98882988,14.37873325,2125500000,6.04805302,3.76233081,452300000,21.27969889,8.31485588,3.73177843,352000000,11.87955775,-28.33552921,-23.40303049,3.7256,-28.10810811,-25.66909976,122200000,5.74923547,0.81204434,-1.23163416,-1.41803744,4.07101032,1042800000,1632882930.2819324,158.06451613,-84.01639344,1.10091743,2.79608564,2.57917502,3.06592356,1.315,2.84820812,6.12006688,3.85655216,1.53557814,Process Industries
VCLT,Vanguard Long-Term Corporate Bond ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53441473,1.16827893,1.08133964,,,,,,Miscellaneous
MOS,Mosaic Company (The),332280000,-5.83469744,54.76718404,19125200000,-14.81205251,75.82138262,5602900000,29.29590279,-12.74347549,77.59956056,4154100000.000001,27.59657415,-13.85837813,135.51988018,10.064,-15.13339466,119.72280142,3582800000,18.73339887,6.12441234,1.23679318,-13.81549384,-13.5645542,3835900000,12183046506.117695,,199.25422974,14.05736933,1.97693575,3.49925123,2.64296089,0.768884,9.20387558,17.95556439,14.36586691,0.52961111,Process Industries
DG,Dollar General Corporation,219476000,4.85237239,10.59136892,37844863000,3.00479342,9.3137098,11820098000,31.23303155,-4.46251187,4.93423496,3887333000,8.80014284,-8.79332478,4.9330175,10.6762,-8.85434892,0.69843183,2415989000,6.38392851,9.91277812,1.98505345,0.25284662,23.96941221,18035841000,25428547856.808487,,-76.38495202,1.12029207,1.97590779,3.15418666,3.40435809,1.251428,7.3966877,34.73463015,10.19240343,0.14625976,Retail Trade
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,42874400,,87.17137414,39593583,,90.94326552,31190254,78.77603297,,-181.89534243,-6266510,-77.5290506,,-150.23041475,-1.09,,-203.38851088,-36683444,-92.6499731,3.1348932,,,18.2985618,164259012,281685000,,-84.85367487,18.76422753,2.17729393,1.68112585,2.12590268,,-3.49874352,-6.18944946,-3.68764875,,Miscellaneous
EQIX,"Equinix, Inc.",93564900,1.01085522,9.43690435,7264657000,-3.10059849,8.53751715,4359608000,60.01120218,-5.61712813,5.52747539,4486296000,19.45990017,-20.44003607,38.64075915,7.6703,-19.9995363,40.81520859,704345000,9.69550249,8.56789239,0.93606557,0.96773903,9.85176214,17177804000,69511253334,-30.97981013,,11.26011868,1.99200999,2.21216119,1.758169,2.152642,2.66111339,7.11918256,2.90369314,,Finance
AAPU,Direxion Daily AAPL Bull 1.5X Shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9551348,2.68596664,2.55320431,,,,,,Miscellaneous
